DBN,School Name,Cohort Year,Local Pct of grads
02M620,NORMAN THOMAS HIGH SCHOOL,2005,50.60%
02M620,NORMAN THOMAS HIGH SCHOOL,2005,54.00%
02M620,NORMAN THOMAS HIGH SCHOOL,2005,55.30%
02M620,NORMAN THOMAS HIGH SCHOOL,2006,40.10%
02M620,NORMAN THOMAS HIGH SCHOOL,2006,41.80%
02M620,NORMAN THOMAS HIGH SCHOOL,2006,42.50%
02M620,NORMAN THOMAS HIGH SCHOOL,2006,42.40%
02M620,NORMAN THOMAS HIGH SCHOOL,2007,23.50%
02M620,NORMAN THOMAS HIGH SCHOOL,2007,25.10%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2001,63.20%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2001,63.40%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2001,66.50%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2002,42.80%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2002,49.40%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2002,51.30%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2003,33.00%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2003,42.70%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2003,45.80%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2004,32.80%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2004,40.50%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2004,44.10%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2005,47.80%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2005,49.70%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2005,52.80%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2005,53.80%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2006,45.00%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2006,44.90%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2006,46.60%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2006,46.40%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2007,16.40%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2007,17.30%
02M630,ART AND DESIGN HIGH SCHOOL,2001,54.00%
02M630,ART AND DESIGN HIGH SCHOOL,2001,55.80%
02M630,ART AND DESIGN HIGH SCHOOL,2001,56.70%
02M630,ART AND DESIGN HIGH SCHOOL,2002,39.70%
02M630,ART AND DESIGN HIGH SCHOOL,2002,46.60%
02M630,ART AND DESIGN HIGH SCHOOL,2002,48.20%
02M630,ART AND DESIGN HIGH SCHOOL,2003,38.30%
02M630,ART AND DESIGN HIGH SCHOOL,2003,43.20%
02M630,ART AND DESIGN HIGH SCHOOL,2003,44.60%
02M630,ART AND DESIGN HIGH SCHOOL,2004,31.70%
02M630,ART AND DESIGN HIGH SCHOOL,2004,33.50%
02M630,ART AND DESIGN HIGH SCHOOL,2004,34.10%
02M630,ART AND DESIGN HIGH SCHOOL,2005,20.60%
02M630,ART AND DESIGN HIGH SCHOOL,2005,23.90%
02M630,ART AND DESIGN HIGH SCHOOL,2005,27.20%
02M630,ART AND DESIGN HIGH SCHOOL,2005,27.60%
02M630,ART AND DESIGN HIGH SCHOOL,2006,11.60%
02M630,ART AND DESIGN HIGH SCHOOL,2006,12.60%
02M630,ART AND DESIGN HIGH SCHOOL,2006,17.60%
02M630,ART AND DESIGN HIGH SCHOOL,2006,17.50%
02M630,ART AND DESIGN HIGH SCHOOL,2007,8.50%
02M630,ART AND DESIGN HIGH SCHOOL,2007,10.20%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2001,48.80%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2001,50.00%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2001,51.00%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2002,51.00%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2002,46.60%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2002,47.00%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2003,47.50%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2003,48.90%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2003,48.90%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2004,35.20%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2004,35.70%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2004,35.70%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2005,37.20%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2005,37.50%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2005,37.50%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2005,37.50%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2006,24.50%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2006,28.70%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2006,28.70%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2006,28.70%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2007,19.50%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2007,22.40%
02M690,SCHOOL FOR THE PHYSICAL CITY,2001,56.50%
02M690,SCHOOL FOR THE PHYSICAL CITY,2001,65.50%
02M690,SCHOOL FOR THE PHYSICAL CITY,2002,35.70%
02M690,SCHOOL FOR THE PHYSICAL CITY,2002,43.80%
02M690,SCHOOL FOR THE PHYSICAL CITY,2002,43.80%
02M690,SCHOOL FOR THE PHYSICAL CITY,2003,42.90%
02M690,SCHOOL FOR THE PHYSICAL CITY,2003,47.40%
02M690,SCHOOL FOR THE PHYSICAL CITY,2003,50.00%
02M690,SCHOOL FOR THE PHYSICAL CITY,2004,58.30%
02M690,SCHOOL FOR THE PHYSICAL CITY,2004,64.30%
02M690,SCHOOL FOR THE PHYSICAL CITY,2004,63.30%
02M690,SCHOOL FOR THE PHYSICAL CITY,2005,78.30%
02M690,SCHOOL FOR THE PHYSICAL CITY,2005,77.80%
02M690,SCHOOL FOR THE PHYSICAL CITY,2005,80.60%
02M690,SCHOOL FOR THE PHYSICAL CITY,2005,80.60%
02M690,SCHOOL FOR THE PHYSICAL CITY,2006,60.90%
02M690,SCHOOL FOR THE PHYSICAL CITY,2006,60.90%
02M690,SCHOOL FOR THE PHYSICAL CITY,2006,60.90%
02M690,SCHOOL FOR THE PHYSICAL CITY,2006,60.90%
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2002,s
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2002,s
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2002,s
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2003,s
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2003,s
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2003,s
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2004,71.40%
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2004,76.50%
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2004,75.80%
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2005,59.10%
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2005,59.10%
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2005,62.70%
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2005,62.70%
05M369,URBAN ASSEMBLY FOR THE PERFORMING ARTS,2005,s
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2006,58.50%
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2006,58.10%
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2006,60.00%
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2006,60.00%
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2007,40.00%
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2007,52.40%
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2004,s
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2004,s
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2004,s
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2005,17.80%
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2005,25.00%
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2005,30.00%
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2005,30.20%
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2006,10.90%
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2006,18.60%
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2006,20.30%
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2006,20.30%
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2007,33.30%
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2007,33.30%
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2003,s
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2003,s
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2003,s
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2004,29.80%
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2004,35.70%
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2004,35.70%
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2005,50.00%
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2005,51.50%
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2005,50.70%
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2005,50.60%
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2006,28.30%
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2006,30.60%
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2006,29.70%
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2006,29.70%
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2007,29.40%
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2007,29.00%
03M404,INNOVATION DIPLOMA PLUS,2004,s
03M404,INNOVATION DIPLOMA PLUS,2005,s
03M404,INNOVATION DIPLOMA PLUS,2005,s
03M404,INNOVATION DIPLOMA PLUS,2006,27.30%
03M404,INNOVATION DIPLOMA PLUS,2006,27.30%
03M404,INNOVATION DIPLOMA PLUS,2006,31.80%
03M404,INNOVATION DIPLOMA PLUS,2006,30.40%
03M404,INNOVATION DIPLOMA PLUS,2007,17.20%
03M404,INNOVATION DIPLOMA PLUS,2007,15.60%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2001,31.70%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2001,37.10%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2001,38.00%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2002,21.00%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2002,27.50%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2002,28.30%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2003,27.80%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2003,32.00%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2003,33.00%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2004,39.20%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2004,40.20%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2004,41.30%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2005,25.60%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2005,25.60%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2005,26.40%
07X184,RAFAEL CORDERO Y MOLINA SCHOOL,2005,s
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2005,26.30%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2006,15.50%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2006,18.90%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2006,18.90%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2006,18.90%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2007,15.10%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2007,15.80%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2001,37.70%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2001,45.00%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2001,47.10%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2002,33.30%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2002,40.70%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2002,43.20%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2003,35.40%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2003,38.80%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2003,41.60%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2004,43.50%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2004,51.90%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2004,53.70%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2005,41.50%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2005,43.40%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2005,48.00%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2005,50.20%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2006,39.50%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2006,43.90%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2006,47.40%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2006,48.20%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2007,33.80%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2007,36.50%
03M479,BEACON HIGH SCHOOL,2001,2.00%
03M479,BEACON HIGH SCHOOL,2001,6.90%
03M479,BEACON HIGH SCHOOL,2001,7.40%
03M479,BEACON HIGH SCHOOL,2002,20.00%
03M479,BEACON HIGH SCHOOL,2002,24.90%
03M479,BEACON HIGH SCHOOL,2002,24.90%
03M479,BEACON HIGH SCHOOL,2003,30.00%
03M479,BEACON HIGH SCHOOL,2003,33.30%
03M479,BEACON HIGH SCHOOL,2003,34.20%
03M479,BEACON HIGH SCHOOL,2004,12.90%
03M479,BEACON HIGH SCHOOL,2004,17.60%
03M479,BEACON HIGH SCHOOL,2004,17.60%
03M479,BEACON HIGH SCHOOL,2005,15.00%
03M479,BEACON HIGH SCHOOL,2005,15.00%
03M479,BEACON HIGH SCHOOL,2005,15.00%
03M479,BEACON HIGH SCHOOL,2005,15.00%
03M479,BEACON HIGH SCHOOL,2006,4.60%
03M479,BEACON HIGH SCHOOL,2006,6.10%
03M479,BEACON HIGH SCHOOL,2006,6.10%
03M479,BEACON HIGH SCHOOL,2006,6.10%
03M479,BEACON HIGH SCHOOL,2007,9.70%
03M479,BEACON HIGH SCHOOL,2007,10.70%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2001,6.20%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2001,7.40%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2001,7.70%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2002,1.10%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2002,2.20%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2002,2.20%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2003,3.10%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2003,3.40%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2003,3.60%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2004,1.20%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2004,1.80%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2004,2.00%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2005,1.40%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2005,2.00%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2005,2.00%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2005,2.20%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2006,1.00%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2006,0.90%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2006,1.30%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2006,1.30%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2007,0.50%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2007,0.50%
03M490,MARTIN LUTHER KING JR. ACADEMY,2001,100.00%
03M490,MARTIN LUTHER KING JR. ACADEMY,2001,100.00%
03M490,MARTIN LUTHER KING JR. ACADEMY,2001,100.00%
03M490,MARTIN LUTHER KING JR. ACADEMY,2002,s
03M490,MARTIN LUTHER KING JR. ACADEMY,2002,s
03M490,MARTIN LUTHER KING JR. ACADEMY,2002,s
03M490,MARTIN LUTHER KING JR. ACADEMY,2003,s
03M490,MARTIN LUTHER KING JR. ACADEMY,2003,s
03M490,MARTIN LUTHER KING JR. ACADEMY,2003,s
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2002,46.30%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2002,51.20%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2002,52.40%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2003,46.40%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2003,50.00%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2003,52.90%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2004,39.30%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2004,46.40%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2004,47.30%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2005,28.20%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2005,28.80%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2005,30.70%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2005,32.10%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2006,18.50%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2006,19.80%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2006,20.70%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2006,20.70%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2007,7.00%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2007,9.20%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2001,s
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2001,s
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2001,s
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2002,33.30%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2002,38.30%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2002,39.40%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2003,44.60%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2003,48.90%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2003,47.80%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2004,32.60%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2004,34.30%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2004,35.20%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2005,20.80%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2005,22.20%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2005,24.60%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2005,25.60%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2006,22.10%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2006,22.50%
07X184,RAFAEL CORDERO Y MOLINA SCHOOL,2005,s
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2006,23.70%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2006,23.40%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2007,15.80%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2007,16.70%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2001,90.40%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2001,89.10%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2001,87.00%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2002,90.60%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2002,86.30%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2002,87.40%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2003,85.70%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2003,87.70%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2003,86.30%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2004,85.40%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2004,85.40%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2004,84.50%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2005,75.40%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2005,78.80%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2005,69.00%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2005,70.00%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2006,41.80%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2006,41.80%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2006,47.40%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2006,46.60%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2007,28.80%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2007,30.90%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2003,0.00%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2003,0.00%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2003,0.00%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2004,4.60%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2004,5.30%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2004,5.30%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2005,5.30%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2005,7.30%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2005,6.30%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2005,6.30%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2006,0.00%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2006,0.00%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2006,0.00%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2006,0.00%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2007,6.20%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2007,6.10%
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2002,s
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2002,s
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2002,s
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2003,23.80%
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2003,29.20%
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2003,29.20%
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2004,18.80%
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2004,20.80%
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2004,20.80%
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2005,15.80%
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2005,19.00%
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2005,21.70%
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2005,23.40%
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2006,22.50%
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2006,22.50%
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2006,22.50%
04M695,URBAN PEACE ACADEMY,2003,61.50%
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2006,22.50%
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2007,9.50%
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2007,11.60%
04M099,JULIA DE BURGOS EDUCATION COMPLEX,2006,s
04M099,JULIA DE BURGOS EDUCATION COMPLEX,2006,s
04M099,JULIA DE BURGOS EDUCATION COMPLEX,2006,s
04M099,JULIA DE BURGOS EDUCATION COMPLEX,2006,s
